Your address (Street Address),Your address (Address Line 2),Your address (City),Your address (State / Province),Your address (ZIP / Postal Code),Your address (Country),Tour choice,Drink order,Phone,Hand bag,Pet,Complete Works of Shakespeare,Please answer: I believe that it is important to brush my teeth after every meal.,Total,Created By (User Id),Entry Id,Entry Date,Date Updated,Transaction Id,Payment Amount,Payment Date,Payment Status,Post Id,User Agent,Approval Status,Workflow Current Status Timestamp,Help Scout Conversation ID
,,,,,,Leopard|20,Tea,,,,,,20,2,1997,24/9/2014 6:01,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1996,24/9/2014 6:14,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1995,24/9/2014 20:42,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1994,26/9/2014 11:31,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1993,27/9/2014 2:34,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1992,27/9/2014 5:39,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1991,1/10/2014 1:34,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1990,5/10/2014 11:35,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1989,7/10/2014 22:33,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1988,7/10/2014 22:58,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1987,9/10/2014 12:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1986,9/10/2014 13:58,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1985,9/10/2014 16:04,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1984,10/10/2014 19:41,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1983,10/10/2014 22:40,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1982,11/10/2014 3:24,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1981,11/10/2014 11:34,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1980,11/10/2014 17:56,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1979,11/10/2014 18:41,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Poetry|5,No,,,,,,20,2,1978,11/10/2014 18:43,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Poetry|5,Coffee,,,,,,20,2,1977,12/10/2014 3:09,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1976,14/10/2014 23:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1975,15/10/2014 10:29,,,,,,,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1974,18/10/2014 7:53,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1973,18/10/2014 23:59,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1972,19/10/2014 12:04,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1971,21/10/2014 1:19,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12A405 Safari/600.1.4",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1970,21/10/2014 7:53,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1969,24/10/2014 17:14,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1968,25/10/2014 7:18,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1967,25/10/2014 19:00,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1966,25/10/2014 21:54,,,,,,,"Mozilla/5.0 (Linux; Android 4.4.4; Nexus 5 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36",,,
,,,,,,Etchings|18.5,Coffee,,,,,,20,2,1965,25/10/2014 21:55,,,,,,,"Mozilla/5.0 (Linux; Android 4.4.4; Nexus 5 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1964,26/10/2014 1:59,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1963,26/10/2014 3:09,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1962,26/10/2014 13:58,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1961,26/10/2014 19:13,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1960,28/10/2014 0:35,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1959,28/10/2014 1:00,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1958,28/10/2014 7:40,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1957,28/10/2014 13:01,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1956,29/10/2014 4:24,,,,,,,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1955,30/10/2014 12:34,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1954,30/10/2014 18:29,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1953,30/10/2014 18:41,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1952,1/11/2014 1:10,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1951,1/11/2014 12:14,,,,,,,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1950,1/11/2014 20:28,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/6.2 Safari/537.85.10",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1949,1/11/2014 22:56,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1948,2/11/2014 21:44,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1947,3/11/2014 8:12,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1946,4/11/2014 9:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1945,4/11/2014 9:24,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1944,4/11/2014 15:06,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1943,5/11/2014 17:32,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1942,5/11/2014 23:03,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B411 Safari/600.1.4",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1941,6/11/2014 13:22,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1940,7/11/2014 21:45,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1939,8/11/2014 12:14,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1938,10/11/2014 20:37,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1937,10/11/2014 21:32,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1936,11/11/2014 23:30,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:25.0) Gecko/20100101 Firefox/25.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1935,12/11/2014 2:18,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1934,12/11/2014 14:38,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:33.0) Gecko/20100101 Firefox/33.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1933,13/11/2014 12:56,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:33.0) Gecko/20100101 Firefox/33.0,,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1932,15/11/2014 2:42,,,,,,,"Mozilla/5.0 (Linux; Android 4.3; SCH-N719 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.59 Mobile Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1931,15/11/2014 5:15,,,,,,,"Mozilla/5.0 (Linux; Android 4.4.2; SM-T530NU Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.114 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1930,15/11/2014 6:54,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1929,16/11/2014 13:16,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1928,18/11/2014 16:27,,,,,,,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1927,20/11/2014 22:49,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/6.2 Safari/537.85.10",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1926,22/11/2014 14:00,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1925,24/11/2014 2:20,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1924,24/11/2014 2:56,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1923,25/11/2014 12:16,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1922,25/11/2014 15:47,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1921,26/11/2014 4:32,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2194.2 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1920,26/11/2014 10:00,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1919,26/11/2014 10:06,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1918,26/11/2014 14:46,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1917,29/11/2014 3:08,,,,,,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1916,30/11/2014 1:15,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:33.0) Gecko/20100101 Firefox/33.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1915,30/11/2014 1:15,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.65 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1914,1/12/2014 6:31,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1913,1/12/2014 22:24,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1912,2/12/2014 9:17,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1911,4/12/2014 2:35,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1910,4/12/2014 22:24,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1909,6/12/2014 7:10,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1908,6/12/2014 7:25,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1907,6/12/2014 8:04,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10",,,
,,,,,,Dinosaur|10,No,,,,,,20,2,1906,6/12/2014 9:50,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1905,7/12/2014 3:32,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:33.0) Gecko/20100101 Firefox/33.0,,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1904,8/12/2014 10:27,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.3 (KHTML, like Gecko) Version/8.0.1 Safari/600.2.3",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1903,8/12/2014 21:48,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1902,8/12/2014 22:47,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1901,9/12/2014 16:34,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1900,10/12/2014 14:58,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1899,10/12/2014 18:29,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1898,11/12/2014 0:44,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1897,11/12/2014 0:45,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1896,11/12/2014 16:50,,,,,,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1895,12/12/2014 3:58,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Coffee,,,,,,20,2,1894,12/12/2014 12:35,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1893,12/12/2014 22:04,,,,,,,"Mozilla/5.0 (Linux; Android 4.0.4; LT28at Build/6.1.C.1.111) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.36 Mobile Safari/537.36",,,
,,,,,,Poetry|5,Tea,,,,,,20,2,1892,13/12/2014 10:14,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1891,14/12/2014 7:26,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Leopard|20,Coffee,,,,,,20,2,1890,14/12/2014 15:07,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Etchings|18.5,Tea,,,,,,20,2,1889,15/12/2014 0:41,,,,,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Leopard|20,Tea,,,,,,20,2,1888,16/12/2014 8:36,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1887,16/12/2014 11:49,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B436 Safari/600.1.4",,,
,,,,,,Dinosaur|10,Tea,,,,,,20,2,1886,17/12/2014 23:10,,,,,,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",,,
